Nama Pengguna;Skor (Bintang);Ulasan Teks;Tanggal Ulasan;Balasan Pengembang;Jumlah Like;ID Ulasan
Kaila Andriani;3;Tiba-tiba ngga bisa dibuka;2025-10-01 08:06:05;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.;0;d6b568b5-163d-433c-906b-aaf859bc3e14
Dyah Nastiti4571;1;sedikit keluh kesah karena dijaman digital ini harusnya dipermudah dan efisien waktu , hanya karena pindah handphone. mbanking daftar ulang malah susah , udah pernah daftar tinggal pindahin aja harus serumit ini , udah laporan ke hallo BCA siapa tau bantu efisien waktu malah disuruh ke kantor ,...;2025-10-01 07:19:55;Terima kasih atas saran dan ulasan yang Bpk/Ibu berikan. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi BCA mobile dan silakan dapat menunggu implementasi dari BCA.;0;06f03949-35da-4403-a539-97370e6e0d09
Arye Ipunk;1;Kakak yang baik hati siapapun yang baca pesan ini tolong sampaikan kepada teknisi mesin atm bca jakarta timur, atm di daerah rawamangun udah 3 atm rusak, pertama atm di indomart tawes sudah 1 minggu tidak bisa melakukan transaksi tarik tunai, ke 2 atm indomart dkt apotik sion duitnya abis udh 3hr lebih ga diisi², trs atm di indomart dket giant rawamangun bekas artomor disitu udh lebih dari 3hr rusak tapi tidak dibener²rin, pada kemana dah tuh teknisi atm?? SURUH KERJA jangan makan Gaji BUTA !!;2025-10-01 06:15:58;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami dan WSID mesin ATM ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.;0;92e2470e-418f-4fe2-9c7e-17501753a42c
Zulhan Nurhathif;2;saya berulang-kali mencoba log-in, kok, tidak bisa, ya? padahal saya menggunakan paket data sendiri, Pak. mohonlah, Bapak/Ibu sekalian, diperbaiki. saya mencoba sudah dua bulan lebih dan ratusan mungkin ribuan percobaan log-in tapi selalu tidak bisa. haruskah saya menghabiskan sisa umur saya hanya untuk mencoba log-in BCA mobile? sampai kapan mau seperti ini? sampai pilpres 2029 hah?;2025-10-01 06:10:37;Mohon maaf atas ketidaknyamanan, untuk kendala bug aplikasi disarankan Bapak/Ibu mencoba tutup dan buka kembali apikasi. Jika masih kendala, hapus cache/data aplikasi dan perbaharui aplikasi versi terbaru. Restart perangkat dan pastikan gunakan koneksi internet stabil tidak menggunakan jaringan WiFi dan mencoba secara berkala;0;ee2dc128-b9ff-496e-ab86-996d1b930f28
Ikmat Hasan;1;merugikan pengguna, transaksi gagal tapi terpotong saldonya,dalam pengembalian saldo yang hilang pun sangat merugikan sampai 20 hari kerja,memang parah bank BCA ,beda dari bank yang lain tidak ada kendala seperti ini di bank lain.. sangat sangat merugikan,mengganggu pengguna BCA transaksi.. memang BCA terburuk;2025-10-01 05:33:09;"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
";0;61b4e0df-7c82-4921-9de3-6b75642ca870
Nur Cahaya;5;bagus;2025-10-01 05:22:47;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;ea57a056-7704-45fe-9c09-a9fd4c8f307a
Fahri 1234;1;transaksi qris status gagal tapi saldo kepotong,,gajelas emang,,seharus nya kalo gangguan itu ada pemberitahuan lah biar konsumen tau,,,sistem BCA sangat buruk!!!;2025-10-01 05:18:55;Terima kasih atas saran dan ulasan yang Bpk/Ibu berikan. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi BCA mobile dan silakan dapat menunggu implementasi dari BCA.;0;18e6f932-79df-4f95-ba8a-5ec0df896745
Dodi Zvam;5;mantap;2025-10-01 05:01:32;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;a0b813cc-0bb8-4739-bf67-f3dff6d53df0
Daus Bae;1;Mbankingh apa ke gini. kirim kode otp gak bisa... kalo gak niat buat aplikasi gak usah belagu amat jd org;2025-10-01 04:52:01;"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Jika yang dimaksud kode OTP belum diterima, untuk SMS penerimaan kode OTP membutuhkan ketersediaan pulsa. Mohon pastikan koneksi stabil, nomor HP yang terdaftar dalam keadaan aktif dan tidak menggunakan WiFi serta dipastikan tidak ada kendala pada perangkat dalam penerimaan OTP.
";0;89fe6599-9404-42b6-92d4-adc7d27e19a1
Deni Kusmawan;3;Kenapa skrg lemot sekali, loading seperti hp kepenuhan memory, padahal hp ram besar;2025-10-01 04:06:40;Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses m-BCA pada aplikasi BCA mobile mohon dipastikan nomor HP m-BCA berada pada slot SIM 1, menggunakan jaringan internet dari nomor HP m-BCA yang terdaftar, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.;0;c9b35764-a69b-4dcd-9b9e-e28455205821
Ramli Ardi Yahya;1;sekarang mbca lemot dan lelet ditambah lampu kuningnya susah dan hilang hilangan. padahal hp sudah mendukung dan sinyal jga bagus.;2025-10-01 03:41:14;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.;0;ba23bfc8-a819-46c6-aef8-f68d16112aa7
Heri Lim;3;semakin lama semakin melambat. kirain hp yg melambat ternyata aplikasinya yg melambat. mulai kurang nyaman dengan aplikasi BCAmobile;2025-10-01 03:04:07;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.;0;5ca6ee5a-39df-4992-9984-f8ad7dc40140
Azzura;5;sangat membantu;2025-10-01 02:36:55;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;95a9cfdd-9d0f-4e18-aea0-7a6f961b4953
Edi Supandi;5;Tingkatkan lgi pelayanan nya;2025-10-01 02:29:30;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;aed1c6bb-ef72-42a8-a027-4fbb4e618f09
To Min;1;kenapa aplikasi ini ada masalah apa mao tarasper selalu gagal sudah coba ber kali kali tetap tidak bisa mohon pemberi tahuan ya;2025-10-01 01:38:51;Mohon maaf atas ketidaknyamanan Bapak/Ibu. Apabila mengalami kendala dalam melakukan transaksi transfer. Dpt kami sarankn menghubungi layanan telepon Halo BCA 1500888 agar dapat ditindaklanjuti.;0;d4c4752d-0ab1-4094-af16-237336196219
Muhammad Darmawan;1;ini kenapa dah kaga bisa transaksi mau liat mutasi cek saldo pun gabisa 😑;2025-10-01 01:24:09;Mohon maaf atas ketidaknyamanan Bapak/Ibu, kendala tersebut silakan dpt mencoba provisioning beberapa saat lagi (kurang lebih 5-10 menit) dan untuk penggunaan BCA mobile pastikan nomor HP m-BCA berada pada slot SIM 1, menggunakan jaringan internet dari nomor HP m-BCA yg terdaftar, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.;0;356ce278-3c12-487c-b5cb-626809327735
Safary Darma Raya;1;Aplikasi ini sangat belum memuaskan. Untuk saat ini aplikasi versi sekarang, September 2025 nominal angka saldo tidak bisa disalin, dan jika mau transfer jumlah nominal uang tidak bisa di copy paste. Semakin ribet, menghambat pekerjaan, memperlambat pekerjaan. Mutasi rekening tidak bisa didownload secara PDF. Mohon diperbaiki agar sesuai harapan kami;2025-10-01 01:18:24;Terima kasih atas saran dan ulasannya. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi BCA mobile demi kemudahan dan kenyamanan Bapak/Ibu.;1;0096e8f4-5617-499c-a6fa-3bb2d56018e3
muhammad yusup;1;kacau mbanking lemot kalau untuk transaksi. saya pakai hp samsung a16. untuk pembayaran qris;2025-10-01 00:50:19;Mohon maaf atas ketidaknyamanan Bapak/Ibu, kendala tersebut silakan dpt mencoba provisioning beberapa saat lagi (kurang lebih 5-10 menit) dan untuk penggunaan BCA mobile pastikan nomor HP m-BCA berada pada slot SIM 1, menggunakan jaringan internet dari nomor HP m-BCA yg terdaftar, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.;0;578aaa0b-afee-4068-a324-d9ae20d7264a
Asep Permana;1;Jelek;2025-10-01 00:19:23;Terima kasih atas saran dan ulasannya. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi BCA mobile demi kemudahan dan kenyamanan Bapak/Ibu.;0;e47e9662-19db-4fc6-a7b7-34d0a597aacc
Abdurrachman Habib;1;gak bisa verifikasi muka ...;2025-09-30 17:25:12;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;3ed57b6d-b083-4681-9e2e-194e1f96ef26
rendi yanfatmawi;5;sangat mantap dan bagus sekali👍👍👍👍👍👍👍👍👍👍👍👍;2025-09-30 17:16:15;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;d2c424bd-6d3b-44b5-82a0-f8d3e391f87d
revan v kurniawan;5;untuk beli token listrik kalau bisa jangan offline dr jam 00.00 sampai 01.00 terlalu lama menunggu nya;2025-09-30 17:00:51;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi dan layanan yang lebih baik.;0;75e5954a-e565-4dff-9b6a-49801bd5ea2b
Bagus Kurniawan;3;Harusnya Login gausah pake PULSA cukup vermuk dan pasword. biar gak ribet. setiap bulan juga ada potongan kenapa kalo login harus ada otp;2025-09-30 16:19:43;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi dan layanan yang lebih baik.;0;3d4c3a4c-e2d8-4cad-a631-3d089e7186f5
Iyan Fareljagatkesumbar;5;tidak pakek mumet klk sudah pakek bca.karna tinggal klik klik langsung aman 😂🤣;2025-09-30 15:49:51;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;16bd7273-12f5-40ef-8b70-c485632b0d62
Yosua Waruwu;1;Gimana Nih Udah sering banget Terjadi Saat saya QRIS,sering gagal Saldo kepotong!;2025-09-30 15:30:45;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;d6e4f30d-5d30-454a-9052-f7dc9a9088ef
Herry Setiawan;1;makin lama makin gk beres.seminggu sekali uda gk bisa d gunakan lagi daftar lagi. apk in. nyesel gua pakai in dlu 🤦😡;2025-09-30 15:02:12;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.;0;71e5fb62-59f4-4675-bcbd-17efd9a3aa3e
supriyatin widodo;1;aplikasi ga bisa masuk mau daftar ulang ga bisa bisa masa, makin kacau aja ini;2025-09-30 14:53:55;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.;0;332da019-7f04-4f87-b6a0-cbb9abcf2fa9
Muhammad Ridho;1;bca saya ga ada notifikasi nya itu kenapa ya? padahal belum ada sebulan;2025-09-30 14:48:28;Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat pastikan kembali pada pengaturan notifikasi handphone Bapak/Ibu.;0;3bd7fe7d-fb33-43e7-abde-195be649775c
Rangga Trisucipta;5;bca sangat luar biasa 1000% amanah dan saya ingin ucapkan terima kasih untuk ABGda Erik teller medan kp baru atas kejujuran sukses trs bg Erik🙏;2025-09-30 14:07:51;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;a3443195-e623-4043-bed8-0cb85c58ad1f
KRISTIANA NAJWA;1;parah tiba'' logout. tolong jgn curi data masyarakat dgn cara bugh suru login ulang;2025-09-30 13:38:48;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi dan layanan yang lebih baik.;0;e7df11ea-8b6d-4768-a070-6de74559789e
Silva Hazni;5;Kenapa tidak bisa donload;2025-09-30 13:12:49;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;0;eb613c90-9078-4b9c-84b0-8093dc73038e
Refa Refa;5;kenapa tiba2 koneksi internet terputus mau login jadi gabisa di pengaturan hp dan apk BCA aman aja mohon penjelasannya;2025-09-30 12:48:49;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;0;5d1f49ea-90cf-4fc7-aff7-8cf5aad77ff5
sigit alhadad;3;Kenapa ya bca Mobile tidak bisa dibuka tiba-tiba ada notifikasi sinyal terputus padahal sinyal internet aman;2025-09-30 12:43:16;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;0;ff633072-3e5b-4220-b669-6ace5b0c26ed
AndY GuMaRa;1;di update krn ga bisa login, eh setelah di update sama ja, tetap ga bisa login,, sangat membag*ngkan..;2025-09-30 12:37:23;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;0;64735951-d9cd-4d83-bc1f-68c0a934e154
Deni Deni;1;knapa jaringannya merah terus.. pdhall wifi bgus .pke data juga tetep aja merah..;2025-09-30 12:32:13;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;0;a519635b-837f-44e4-b236-9323ac56c4cc
Nana Febri;1;ini gimana sih, sinyal lancar semua apk berjalan lancar, cuma bca yg merah terus gak bisa transaksi 🤬🤬🤬🤬🤬🤬;2025-09-30 12:25:15;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;0;83e881b7-43a2-45e8-94fe-6759ea1a0eac
adisswar;1;pas mau bayar di restoran Mala error bilang tidak ada internet padahal internet lancar, aplikasi sampah;2025-09-30 12:17:12;Sehubungan dengan kendala yang dialami Bapak/Ibu saat menggunakan aplikasi BCA mobile, kami memohon maaf atas ketidaknyamanannya. Saat ini sedang ditangani pihak IT kami. Kami sarankan dapat melakukan pengecekan secara berkala pada aplikasi BCA mobile.;1;9ca7773e-3777-455d-8748-b4ef88bb8b59
Ajeng Pramesti;5;bagus buat transaksi;2025-09-30 12:02:05;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;3d1fe3ae-4faa-425f-ae1f-ec7457f6eefc
Awi;1;update yg baru parah...jadi sulit akses ...padahal sebelumnya lancar...kembalikan lagi aja seperti sebelumnya;2025-09-30 11:43:05;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi dan layanan yang lebih baik.;0;d2bc687a-2135-4969-8bff-b98c5b516b09
Arya Subahtiyar;3;tolonglah saya tidak bisa mengakses bca mobile sudah hampir satu minggu, tolong cepat perbaiki;2025-09-30 11:42:34;Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.;0;1fa55bb6-51b5-4173-913e-fabd2893d2c0
Dell Aprnsyh;1;3x Saya tf kagak masuk uangnya, asli bener2 kocak. di mutasi rekening ada tapi kagak nambah samsek saldonya;2025-09-30 11:41:45;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;c2b5d54c-7aec-44eb-b55f-6bd8987501d9
Rafly Fasha Azikri;2;sering keluar harus verifikasi lagi terus, lumayan ribet kalo harus verifikasi lagi tolong d perbaiki masalah seperti ini;2025-09-30 10:59:46;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi dan layanan yang lebih baik.;0;658c217f-74b2-4280-b07a-7ab529fd97a1
septian iki;5;ok;2025-09-30 10:51:43;"Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.
";0;1b54c32f-9a44-45bd-8d19-6ff6da204234
johnson trik;3;aku bayar qris malam tiba tiba pas habis ketik sandi ada tulisan gagal..nah saya coba sampai 2x saldo aku hilang 2x...apa masih bisa kembali;2025-09-30 10:43:24;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;c17fe265-64b5-4925-ba34-a31385d6bf5b
Zhaethun Zamdinilah;1;buat potongan admin gak jelas bgt! dulu 7k, trs 10k. makin kesini2 sebulan dipotong 2x anying. sekali motong 10k. sebulan 20k buat tahapan expresi. udh di cek padahal ketentuannya 7k an. ga ngotak! awal bulan sama akhir bulan sebelum jatuh tempo udh di potong lagi. lagi kere lu BCA hah?!;2025-09-30 10:28:38;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;27aef5fb-eb9d-4c87-9219-0d2a038df45a
Dede Supardi;1;aplikasi tolol pulsa 5rb sampe abis ga ngirim ngirim OTP;2025-09-30 10:13:18;Mohon maaf atas ketidaknyamanan Bapak/Ibu, namun untuk SMS penerimaan kode OTP membutuhkan ketersediaan pulsa minimal Rp1.000,-. Mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.;0;8d8cbec5-5ed3-4c67-a55e-2f4b29bc3e79
Muhammad Richo Syahputra;1;"parah gara2 terinstal aksesibilitas ""Mesin Xiaomi HyperAI"" bawaan dari handphone xiaomi bca mobile nya jadi gak bisa di buka, jadi harus turn off Mesin Xiaomi HyperAI yg membuat hp xiaomi menjadi tidak maksimal performa nya padahal apps itu bawaan pabrik xiaomi";2025-09-30 10:00:20;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi dan layanan yang lebih baik.;0;0d0a7005-120b-4ccf-aec0-e5a5ddbd2997
Omen Mmen;1;Pembayaran qris saldo ke potong tapi tidak masuk ke penerima;2025-09-30 09:40:57;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;2e949ffd-b35d-41db-9493-928549cf74a7
Ridzky saiful;1;"hallo deloper BCA, mohon maaf terkait administrasi bulanan, untuk bca sekarang kok gede banget ya biyaya administrasi nya sampai 50rbu, padahal bulan"" kemarin administrasi nya paling gede pun sampai 15rbu? Kalo masalah"" transfer saya belum pernah sama sekali. tolong bantuannya.";2025-09-30 09:28:07;Sebagai informasi, saldo mengendap dikenakan hanya satu kali, namun apabila tidak terdapat saldo pada rekening Bapak/Ibu, maka untuk biaya administrasi bulanan dapat diambil dari saldo mengendap tersebut, dan apabila terdapat dana masuk kembali, maka dana tersebut akan dipotong untuk menambah kekurangan saldo mengendap yang telah berkurang.;0;176795d7-66f9-44f5-ab28-3b17ae9ac512
