Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan
Dono Doni,1,"Udah langganan Netflix, tapi error mulu pas mau login, kecewa sama aplikasi ini jadi buang-buang uang aja, udah langganan mahal error mulu nyesel pake aplikasi ini.",2025-08-29 13:57:19,,0,b8d204f0-d73e-476a-8bc4-d51bbb9f482d
Munif Adhitya,1,"anime anime yg ramenya pada ilang, kya one piece kaiju dll, server indo pada gak ada, pake sever jepang baru pada kluar, tpi subtitle indonya gak ada, ada apakah ini",2025-08-29 13:45:38,,1,493a8fea-85b4-4cd2-8254-a92421fbb2ee
hari ono,5,••••••••••.live,2025-08-29 13:27:24,,0,6b498ae0-a675-4087-a472-db3d3c9ea4d9
Uing Candra,1,apk apa ini sussah kali masuknya......jangan di dontload nanti nyesalll,2025-08-29 13:12:16,,0,c809f591-a722-48c6-8edb-f3fc9c282a79
Siti Lutpiah,5,iloveyou,2025-08-29 12:53:03,,0,d873a2ea-adcb-4271-a05f-47d18788d519
Tu hotmar Martua,1,susah kali padahal udah benar semua malah gabisa masuk,2025-08-29 12:41:20,,0,36d279dd-0f85-47d4-b7f2-67fe8d65ad65
Yuan,1,Error banyak drakor yang hilang,2025-08-29 12:01:55,,0,9a485c76-3213-4413-8653-ded46c1b4c40
M Difa Khairan,1,lemot bngt mau daftar juga lama,2025-08-29 11:14:03,,0,29413f9b-8749-4aee-9201-9f4d3914ed6a
I Made Parwata,1,"setelah update, drama yg sudah setengah di tonton malah hilang dan tidak bisa di akses",2025-08-29 10:51:34,,1,d09161fc-4d6c-4361-a2be-fb17424ae2e8
Windi Saputra,1,apalah .masuk aplikasi aja gak bisa,2025-08-29 10:08:24,,0,322cde08-c226-40fc-b86d-16c38aefe511
rizal yuuus,5,zyirizal. Netfelil. Fonlokok.,2025-08-29 09:36:11,,1,f4bcf1de-bdcf-4b2a-a1a6-a455c5632f19
yuanita ramadhani,5,banyak pilihan film bagus dan murah,2025-08-29 08:10:08,,0,9dca3f18-c6ee-46b8-81be-13888a541054
Lala Ramla,5,Ga bisa di pake,2025-08-29 07:42:35,,0,b41086d0-6311-4023-8b83-cce2e39ad9c0
Jacinto Lacerda,5,ini bisa download GTA San definitif,2025-08-29 07:19:10,,0,388e33ff-aa86-466c-91df-4bf016729343
Ayam Lepas,1,"daftar yang saya tonton hilang semua kenapa padahal saya bayar mahal"" film yang saya tonton ga ada di daftar saya semua hilang",2025-08-29 06:31:01,,1,468448fa-c48e-4057-81fe-395e01828498
AUDREY FLORINADYA SALAMUN,1,apalah setiap mau nonton terjadi error pdhl udh hps file dan game ttp aj gbsa huuuu app ga ada bagus nyaa,2025-08-29 03:16:25,,4,eadf9cc8-2291-4e26-82cc-0b621bd9ccec
Gun Wan,5,bagus,2025-08-29 01:39:12,,0,e6fb41ab-2d8d-42dc-b219-4060d0161251
Quinn briliant chanel,1,aku sudah bayar 65ribu lewat shopee pay dan saldo sudah terdebet tapi kenapa akun ku masih ditangguhkan dg alasan ada masalah pembayaran ????? hilang dong uangku 65ribu..sialan ini Netflix GAK JELAS BANGET !!! BALIKIN UANG SAYA DEH.!!!!,2025-08-29 01:10:29,,17,0786cb74-0695-4af1-a1a8-205461ce64f8
45_mohammad alfin k (alfin),3,"tolong dong permudah pendaftarannya, ribet amat perkara daftar trus bayar doang padahal kolom udh keisi semua ttp gk bisa, saldo udh di lebihin juga males jadinya",2025-08-29 00:57:21,,0,64bc8775-cddf-4e9c-855e-a7f52466215c
M ihsan Mubarok,1,"Hey, why didn't I subscribe and my balance was still taken? What's this, dammit, it's not my balance, I shouldn't play, just take it, plok, I don't want to know, I want my friend's money back, it's okay to play a",2025-08-28 20:46:11,,0,dcd89a70-e1a6-4f23-a692-4560bcdfda2c
Hai !,1,"capek banget anj, aplikasi ga jelas, setiap mau pembayan baru selalu keterangan dompet digital telah digunakan di akun lain, lah kocak akun yang tertaut dengan dompet digital ini ya akun yang aku mau bayar ini, gmn sih, masak setiap mau bayar langganan harus perbarui metode pembayaran mulu, ribet anj",2025-08-28 17:22:06,,0,956d70a9-03d5-447f-8ae7-b1733ab39a9c
Hakimul Huda,1,"kenapa ini aplikasi semua filmnya ga bisa di putar, saya sudah bayar loh ini, ini lama kelamaan kok jadi gini ga jelas banget, mending pindah aja lah ke aplikasi sebelah",2025-08-28 17:07:51,,0,6065f206-4e12-474f-a67d-0dcef6cae9e4
1535_Tri Bosko,1,untuk ubah paket sangat ribet,2025-08-28 14:49:35,,0,85fbed85-2447-482e-95f9-4e74e2e8048c
Bri Mo,1,"Apk miskin!!! udh bayar langganan akun gabisa dibuka, terus saldo berkurang 180k setiap bulan, padahal akun udh gabisa di pake HATI HATI JANGAN DOWNLOAD NETFLIX",2025-08-28 14:26:45,,0,ccb6adf9-c48f-41f9-97eb-b81898df7077
je ham,5,sangat memuaskan,2025-08-28 13:56:30,,0,eba6e369-d3ba-4c7f-9789-49d8694947ac
HaW channel,1,mau bayar netflix pakai ovo susahnya minta amppuuunnnn.....,2025-08-28 13:53:36,,0,82fc2ec1-a8a6-469b-bd7f-284e94a3255c
Reza Umar Syarifudin,4,"zat, ini dapat di ci Donna dr,,yg dr, r😄😙😙🥱🤭Rz r, Dan XD es a `",2025-08-28 13:42:33,,0,fcb3aa71-0b42-434d-af7b-ebab24f8e4f9
Hendra Hermawan,5,bgus bnget aku ksih lima bintang,2025-08-28 13:33:58,,0,704914f6-9067-43f1-a77f-2b0a74817819
AUZA,1,INI VIDIO YG UDAH DI DOWNLOAD GABISA DI PLAY,2025-08-28 12:27:23,,3,4e83b618-864c-445c-890d-4aa8cd3a334c
Nirmala 10,1,mau login aja susah banget bikin emosi aja,2025-08-28 12:11:43,,0,f6ee2d5d-c989-4b0f-8a4c-084d99bb6dfd
Desi warnitati,1,"susah msuknya ,sudah di daftarkan segala macam ttap mntak msukan lagi email dan sandi 🤦🏻‍♀️",2025-08-28 09:38:47,,0,8cc40cbd-f4c6-4c57-aeaf-de345435e259
Aliifah Al Thofunnisa,1,akses untuk login nya sgt menyulitkan.,2025-08-28 09:26:50,,0,af33d59d-686d-4ad9-a281-75f9571c34c4
Lega Lestari,4,"padahal udah bayar, saldo udah terpotong.. tpgak bisa log in aplikasi,, gimana ini",2025-08-28 09:16:36,,0,857f70d4-9e1a-4ff7-a7bb-407e85db4afe
Hhasyim29,5,bagus banget saya jadi bisa nonton squid game menurut saya ini aplikasi rekomendasi banget sih lengkap semua film ada,2025-08-28 08:22:35,,0,93e8ab0a-b604-4771-a82c-10d1b6530a32
Siska Safitri,2,"netflix knp ini, kok ada gangguan yerus, padahal wifi ku baik2 saja",2025-08-28 07:22:50,,0,b0b0c470-9637-48e1-8038-53779936374e
faiz adilla,1,"they just remove all of my show, weirdly enough they just remove just on my account.",2025-08-28 07:12:46,,0,30896163-a042-4e03-b36e-73da532deaa9
Alya Jazila lslami,1,Aplikasi ini tidak bisa login,2025-08-28 05:57:10,,0,db6cc561-94eb-4a26-98f0-168ffbaf8fa7
Andhika Koswara,1,PERBAIKI APLIKASI NYA MAU DAFTAR AJA SUSAH BANGET,2025-08-28 05:42:15,,0,620ed93f-5d87-4f0b-a9e2-fd963653549e
fitri amelia,3,"kenapa di tv sama di HP nggak sama ya, di hp nggak update ini",2025-08-28 05:17:46,,0,2ef2422a-e6cb-4a65-80bc-f02bf2e11a4a
yosep yoswin,3,Kenapa film yang ku sukai semuanya menghilang seperti demon slayer dan Sakamoto days?,2025-08-28 04:12:57,,0,f28eb720-36ed-4b64-ba1c-51524b1a410a
Muhammad Al Qardawi,1,"ribet Ama, mau nonton film lokal dipersulit, dr pendaftaran aj udh d bikin ribet gmn si",2025-08-28 03:15:35,,0,a263df88-ae56-4f59-a304-fe7d93a4d3c3
Sri Wahyuni,3,"ini Bgai mn sih, ktnya pmbyrannya bln September akhir, in kok malah minta byr sblm waktunya sih...!",2025-08-27 23:54:17,,0,798d2edb-1bcb-40ef-bd18-64e7269d3ab5
aisyah henda,1,dari smlm netflix bermasalah ga bs diputer filmnya padahal udh cb segala cara knp bs gt? pdhl jaringan cb buka app lainnya lancar kok,2025-08-27 21:56:14,,0,c85b55bd-320e-4f36-8e5a-738ab1f7f82d
Theresia Desi Selvia,5,best,2025-08-27 14:33:20,,0,dcc5955e-1b1e-4b03-9741-ad19bf018112
RIKO DERIAN SAPUTRA,1,"saya sudah login akun google tapi knpa ga bisa masuk, ku kira akun google ku salah,aku perbaiki lagi tapi tetep gabisa,saya bkin akun google lagi eh tetep aja ga bisa,ini aplikasinya knpa ya? tolong jawab",2025-08-27 13:06:42,,0,30286f76-2f83-460f-a92e-d2d562b5c707
Iovy Zety Da Costa Belo,5,APLIKASI STREAMING terbaik ...,2025-08-27 12:31:59,,0,331e28f3-42a5-487e-9885-da1da0dbe15f
Nurhasanah Nurhasanah,1,"saya sudah donwnload udah langganan enggak bisa di tonto, rugi aja yg ada",2025-08-27 10:16:45,,0,e74b2950-02b1-4fdd-894b-c2cf9317e6d0
Alya.R Khadafi,2,"seru sih, tapi pas aku udah enggak download/berlangganan saldo ku malah ke potong",2025-08-27 07:49:38,,0,72893432-f68c-4f46-8f3f-84fa8fab8968
Usamah Mukhdor,1,emang kalau login harus berbayar ya aplikasi gak jelas,2025-08-27 06:46:19,,0,4f881fc6-7e8b-47a6-adf9-2d0229dbf699
Ronauly Margaret,5,"Filmnya bagus-bagus. customer servicenya top! barusan baru sadar bahwa kedebet otomatis padahal sudah saya batalkan sebelumnya di aplikasi pembayaran lain, direfund dong.. terima kasih banyak atas profesionalitasnya. kedepannya kalau ada kesempatan saya akan pakai lagi.",2025-08-27 06:43:02,,0,45195803-6a4b-4673-99a5-e5e5911b0bae
Halo Helo,1,APK PENIPU GUA UDAH BATALIN LANGGANAN MASA OTOMATIS BAYARR ANJGGGGGGGG DUIT GUA BALIKIN TAIIIIIII APK HARAMMMMMMMM AJGGGGGGGGGG,2025-08-27 03:59:53,,0,fd3b086b-a84e-47e4-a7b9-345226b98acd
Muhammad Bin Dhuhur,1,jelek gak jelas aplikasi ini kecewa uda kalong paket 50 rb gak bisa di gunakan kecewa kapok,2025-08-27 03:42:06,,0,a198929a-bbc4-4ccd-a1de-fcac689ed983
Apa sih Kepo,2,ini kenapa di email tidak ada keterangan pembayaran lunas dari gmail? sedangkan saldo sudah di potong.,2025-08-27 02:51:46,,0,f9ac8d22-ccb3-4b06-9acf-a640f26b343a
atik sooader,2,"aplikasi yang tidak mengutamakan kenyamanan pelanggan, hanya karna qris dibuat oleh China maka netflik gak mau pake",2025-08-26 21:47:36,,0,13204c9f-3186-48b8-8588-671b3f097d68
Bella Ningrum,1,sumpah netflix parah banget.. notif nya akun banyak yang pakai.. padahal g ad yang pakai sama sekali...,2025-08-26 18:42:18,,0,8bb345b6-c479-446f-a24c-0e235d12e719
Feri.marsandi@gmail.com Marsandi,1,perangkat tidak bisa dioperasikan pada android 13 !!!!,2025-08-26 17:22:54,,0,c3c9924f-a414-4b2e-adb6-1ae1796b6163
Riswan Alamsyah,1,tolong di bantu saldo sudah terpotong tapi belum juga bisa bergabung,2025-08-26 17:22:46,,0,089a96ae-37e2-41c3-a14c-d6e8a7d0159c
Sabrang Mowo Damar Panuluh,1,Terjadi kesalahan saat memutar video (5.10),2025-08-26 16:52:49,,0,63d9e4e1-f54f-4003-8045-bcae9b2fa537
aya urbanz,2,netflix nya muter2 mulu di pakai di android,2025-08-26 15:34:05,,0,0756d973-0a00-49a4-b1e8-1dac30f0a806
Dimas Syahrian,1,daftar aja ribet padahal mau langganan,2025-08-26 14:42:40,,0,c70a3e02-6c93-4c9a-b1bc-f6311751fa3b
Akmaluz tz,1,"aplikasi GK jelas, harus banget gitu pake sandi? gak bisa pake email aja? kita Dateng buat nonton bukan cari masalah. ayolah gak usah pake sandi segala gak penting tau gak? terus kalo lupa bikin akun lagi gitu? mending gw kasih bintang 1 kalo bisa 0 aja",2025-08-26 13:51:43,,0,eb7bbcab-19d1-4656-a074-4837d78e5bf0
Alliska Mateka,1,jelek,2025-08-26 13:09:18,,0,f6cb6629-fccb-40e9-907f-60e9690ad0ba
Gst Gst,5,mantap,2025-08-26 11:11:26,,0,fd3998a5-b823-438f-ae3d-09f793bb80ad
Kii,3,b aja,2025-08-26 10:30:36,,0,b1d6bcc0-ce77-4492-b9ff-630807f7c146
Victoria Ngalon,1,kenapa aplikasi tidak dapat di unduh selalu tertunda terus,2025-08-26 06:59:36,,0,e70f1670-be22-4ebe-825e-3876cc74eda7
lui fazli,4,"halo admin netflix tolong di tingkatin dong kualitas film nya, perbanyak update film film baru, masa saya bayar 120rb /bulan tapi yg saya dapatin ga sesuai sama yg saya bayar, lama banget nunggu update film nya. terimakasi",2025-08-26 06:01:48,,2,c19c1f62-a0af-4489-a507-cba38bc34d45
YesYouAre,5,mantap,2025-08-26 04:42:10,,0,c08c4b02-68a2-40ac-939a-e7e148cf0ee1
Nurohman Maulana,2,apa sih ini gak bisa di tonton mau pake data wifi memuat terus masa cuman bisa nonton trailer doang. Jelek banget 😡,2025-08-25 21:16:44,,0,cc7b8a34-4a59-42b8-8f30-d286b8fa8c82
Anugrah Palaguna75,1,aplikasinya kurangajar memotong saldo tanpa persetujuan custumer dan tidak ada perjanjian untuk langganan,2025-08-25 19:31:17,,0,3a31faed-276e-49c6-9dd1-34a2f2415f94
Mohamad Faisal Akbar,1,ngelag ini gimana.,2025-08-25 19:02:20,,0,67d9456b-9008-4f6a-8775-ab89e25b4e78
Lato Denny Cherly,5,tetbaik,2025-08-25 16:35:29,,0,70ef0079-ca6e-408f-9bad-52784818d9aa
Celine Prad,1,"There are many bugs, especially on the page of films that will be shown, many series and film trailers are not the same as the title or image.",2025-08-25 14:44:06,,0,4c1f51b0-27c5-49cb-a9d5-8b45a672ee09
rando Japane,1,asli parah sumpah... daftar harus bayar... kaga ngotak apa. kek pemerasan aja semua harus bayar . udh la nnton kadang lag... kacau emak apk zaman sekarang,2025-08-25 13:58:43,,0,464f208e-a3fd-49e2-a51e-c4e9c8bcf18c
Farhan Basiq,5,bagus,2025-08-25 13:19:32,,0,30ded52e-39e3-4ab7-9535-0df1ad531a24
Bimo Wayang,1,dah bayar dan saldo terpotong. pembayaran tertunda. gak bisa nonton. suruh nunggu maksimal 24 jam,2025-08-25 13:17:34,,0,7a64a359-e3e6-4a9e-9215-e8a12c28d5e6
Ikah Sarikah,1,udah di gak membership lagi tapi malah ngambil duit saya,2025-08-25 13:05:54,,0,3170eca0-2fe8-425f-bd94-a08b0c322166
Lisna Azzahra,1,rempong skli daftarnya harus bayar pula,2025-08-25 09:56:30,,0,c8b65b11-db4f-412b-a75c-47c5fb5c2329
Joko Sungkowo,5,mantap,2025-08-25 08:11:58,,0,b52b6adb-9260-4ee7-8d07-90c677ae8681
Febri Mustamil,1,"aplikasi busuk,susah digunakan",2025-08-25 06:54:26,,0,84372a4b-2e09-4aa6-9beb-e98fe61865f1
Bangoe Sunandar,2,"untuk perbaruan episodenya lama gak kaya yang lain,,, di apk lain udah episode baru,lah di sinih mah lama banget jarak tayangnya sama yang lain",2025-08-25 06:32:57,,0,2a496b91-89f6-460f-9491-0d71f4c48cdc
Gia Sabilla,3,bagus tapi sering eror,2025-08-25 04:39:57,,0,ee232335-49a3-47f9-9677-333434d4f499
Lerysetiawannn1,1,GAJELAS GABISA NONTON LELET,2025-08-24 21:12:00,,0,122ceb2d-f5f8-4c97-9740-52603cc82fb3
Piyudraving,1,"tiba2 film exclusive nya hilang nggak bisa di cari, padahal produksi dari netfix juga, nggak tau bug atau apaan, udh langganan juga bikin kesel",2025-08-24 20:19:41,,0,31dd0bf0-8baa-4dac-9e9d-ddb336a23bd3
Sam Tius,5,ok mantap tapi kenapa sekarang tidak lagi kompatible dengan perangkat proyektor saya awal semulanya didukung sekarang kok tidak bisa lagi padahal udahlangganan,2025-08-24 19:04:01,,12,e6f081f2-f00d-4e63-a2af-6085bdec143b
Medina Niswa,5,bagus banget kartun kartunnyaa!🌟,2025-08-24 14:36:37,,0,769e7eb1-7687-40f8-840f-74acb9193031
prida hari pangestu,5,uwow,2025-08-24 11:49:23,,0,b997c826-f517-4a1a-a03f-d327e22e003c
Afdahtul Harsadan,1,"nih apk, kalau semisal gak ada tugas dari dosen juga, gw bakalan ogah buat download, apa apaan nih apk, keluar sndri mulu, udh gitu g bisa masuk, kalaupun masuk harus ganti katasandi tapi g bisa diganti, terus gitu ad opsi pakai kode, pas udh ad kodenya malah g bisa masuk, nih apk lagi ngelawak kah? pantesan rate-nya aja turun drastis 👎👎",2025-08-24 10:31:49,,3,34ecff86-722f-4c76-8dbb-c242489502d2
Dev Vargash,5,keren,2025-08-24 10:01:23,,1,e07eb8d0-4ad4-41ab-bba5-e40c89191c32
Sapto Purnomo,1,masuk aja ribet auto unistal....cuma pengen nonton susah ..,2025-08-24 09:40:16,,0,62cfac28-4c6e-4edf-a6da-66aaee9fa615
Hania Sasira,5,aplikasi ini sangat baik,2025-08-24 09:11:11,,0,29b460fd-e14c-4710-b7ed-814a73db101c
Diego Cristian Sanjaya,1,kenapa tidak bisa berbagi layar? dasar pelit,2025-08-24 09:10:35,,0,45ee62d4-14b5-4287-9a1b-7cb79fc2aa61
Azira Praditha,1,susah masuk kedalam aplikasinya,2025-08-24 08:46:20,,0,f60a3225-0797-41f7-9284-861c9bb1f220
Aan Diana,1,"Gajelas, gak bisa masuk sama sekali",2025-08-24 08:06:00,,0,0510df05-68fe-440a-a0fd-e29d1d541773
dewi gotami,5,"sangat bagus, cepat , banyak pilihan film.. aku mau nanya apakah ntr akan muncul demon slayer infinity castle?? semoga muncul di netflix",2025-08-24 06:27:03,,0,c107c9ad-0820-481e-be0f-8efd60032c81
Maulana Farizi (Farizi),1,"masa mau daftar uda masukin email tp gabisa lanjut, tulisanny ""maaf, terjadi kesalahan"" lh kesalahan apa? mau daftar doang kesalahan?",2025-08-24 06:11:42,,0,7cfce8f0-1a3a-4c54-90ff-44ec7ea24656
Akun Utama,3,KEMBALI KAN TAMPILAN KE VERSI SEBELUM NYA !!!!!!,2025-08-24 05:58:28,,0,78197445-e43e-4e1c-8d8a-4c99822b70d5
Rara EUY,5,"oy ko g bisa dibuka ini, bagus bgt si apknya cuma nape ini kaga bisa dibuka",2025-08-24 05:47:19,,0,153b8e54-bbc5-4efb-9765-61ac44e384b3
Khalilah Noviani,1,tolong diperbaiki' kenapa di smart TV susah buka..,2025-08-24 05:06:33,,0,b5619be3-f68e-47cb-9db7-e5be2bad0ecf
Dhesi Cabang,5,terbaik,2025-08-24 03:15:00,,0,7fff2bc1-31d1-4bbe-b264-43e8478e3bbf
Risti Ramadhani,2,"seru sih bisa nonton film biar gak nonton bajakan, tapi kenapa saya setiap nonton loading nya lama banget pake banget, jadi kayak percuma uda bayar buat berlangganan gak bisa ditonton, padahal kuota ada wifi ada, hmm",2025-08-24 03:08:15,,1,a98be246-8017-4d05-b2dd-45a707d10672
ADIN MONEK PATRA,3,tiba tiba tanggal 24 Agustus 2025 saya lagi nonton dungeon meshi jam 7 am tiba tiba film nya gada dan gabisa di putar dan beberapa anime yang saya tonton tiba tiba gada padahal lagi nonton saya keluar app bentar pas masuk gada aneh emang ngeselin padahal dikit lagi kelar,2025-08-24 01:22:33,,1,0b2924b1-990b-4020-bccb-3fa81ee95f1c
Altair Algaza,1,"gajelas banget subtitle indo nya,jauh dari arti sebenarnya bahasa jepang,ini duit buat subtitle nya dikorupsi apa gimana?",2025-08-23 23:32:54,,0,6c0717f3-1903-43e1-bba7-0083b4360962
Langi Pang,1,"kenapa yah, saya sudah berlangganan tapi gak bisa masukin akun, itu maksudnya apa, katanya akun saya tak terdaftar, trus saya harus pake akun yang kayak mana? percuma.",2025-08-23 23:02:29,,0,fc9fa331-5fb9-4663-bc65-b4bd7976c974
Santri pratama,1,"gak jelas, tau tau akun keluar dan gak bisa masuk, padahal langganan setiap bulan dan pemakaian pribadi",2025-08-23 18:41:31,,0,c7244848-efb3-4a64-b4ef-8f383c177ffd
Aprii12 Aprii12,3,Warna setiawan,2025-08-23 18:17:33,,0,974f9307-68d2-4a78-bb94-67ae6925767f
Aviya Kiki,5,baguss banyak bgt film nya!!!,2025-08-23 14:32:37,,0,467578b3-4e0d-41d7-8972-bac19a6f1ea4
Swety Christine,5,sekarang sering ERROR 😰🤦‍♀️🥺,2025-08-23 13:52:55,,0,323b7e2c-f358-45c9-8f37-33e45653f11b
Jhon Geri M,1,"filmnya kurang lengkap contohnya The Raid Redemption1- 2 + boyka undisputed juga tdk ada, tambahan kalau bisa biarkan kami yang belum VVIP melihat isinya terlebih dahulu sebelum harus membeli VVIP agar bisa melihat isi, atau film yang dicari-cari, untuk meminimalisir pengeluaran. 👎👎👎",2025-08-23 12:50:18,,16,da4392f8-74d2-4278-a224-49fe1f90e110
Fatur Hafidz,1,film narutonya kok suka ilang ilangan si min gimana si,2025-08-23 11:46:41,,0,f07bfa1a-d4af-45ca-ba2d-6d2ac04a3e64
Wedi Penata,5,"fully entertaint, a lot of choice movie , documenter and other channel",2025-08-23 11:05:36,,0,2a84f15f-77f7-451f-9a0e-ff8603ff5e13
via utomo,5,"bisa dibantu, kenapa mau bayar pakai ovo ada keterangan akunmu sudah terhubung dengan akun netflix lain? padahal selama ini bayar langganan bulanan selalu pakai ova dengan nomor yang sama",2025-08-23 07:30:36,,0,af13ab2b-247e-4967-b19e-58ade1e0c3e0
Maryati Meilani,5,keren,2025-08-23 05:39:02,,0,8b732803-ee04-4891-85a5-a88b19901b91
Faeyzaee ee,1,sudah dipotong Uangnya pas mau masuk terjadi kesalahan terus,2025-08-23 04:39:09,,0,56d732d9-6098-4364-b863-bf43b533a4bf
Edi Pati,1,saya bahkan tidak bisa buat akun,2025-08-23 02:21:50,,0,fd28eaea-3245-469f-aebe-02a00bfee055
Yudha Eka pratama,1,mau daftar lagi aja susah payah,2025-08-23 01:24:37,,0,f89a4726-2bfb-4b47-83a4-f5942e23ba54
Rhizam 99,5,saya baru daftar baru 1 minggu di pakai kenapa pas mau nonton di bilang harus bayar lagi bagaimana kah ini netflix,2025-08-23 01:23:30,,0,703eb6d9-ede9-44b0-a38e-64021521d205
rizal rifani,1,Netflix gobs lalajo kudu Aya kouta unggal bulan potongan wae strees,2025-08-23 00:10:48,,0,7a6c6847-0cc4-4113-a56c-591f0413697c
Rendi Hermawan,5,good,2025-08-22 20:15:33,,0,301a495b-8c86-44d5-a867-0920c9d569fa
Sigma Skbidii,3,"Ini gimana si cara daftarnya. Ribet banget. Padahal udah mau selesai. Malah di balikin lagi ke menu awal. Ini aplikasi film menurut gw paling ribet si, di bandingin dengan aplikasi film lainnya. Tolong jelaskan cara daftar yang benar.",2025-08-22 16:33:04,,13,ddcd705e-ed05-4b6c-8910-8364cb1ec2e3
Dedy Devi,1,tidak bisa di hapus memori kebanyakan,2025-08-22 13:51:43,,0,876e8d44-5ca7-48d8-a8bf-c312ebf1e6cc
Yessica Yulandayani Hutasoit,1,tolong dong dibantu saya langganan netflix ini kenapa saya gak bisa bisa untuk masuk dengam akun saya ada yang tau? jelek bgt skrg netflix ini pokoknya buruk SEKALI,2025-08-22 12:42:08,,0,e59d19ca-d48f-4b91-9c3d-8e6a45b1701d
Gandhi Wibisono,4,film horror nya sedikit sekalaiiiii,2025-08-22 12:30:57,,0,c95d44ff-c7dc-4446-a8de-c6abc48850e1
fitra abdillah,1,"banyak anime yg season nya tertunda, ada jg film Wednesday season nya pernah lengkap tapi sekarang tidak lengkap. payah",2025-08-22 12:12:13,,0,56fec822-9fb5-40e2-b9b9-f5b885e5efc7
Baang Jon,1,saya sudah langganan tapi tidak bisa menonton film nya,2025-08-22 11:33:23,,0,6e321837-421a-4155-9fb3-45fd43e02242
Rahmawati 'Ammah',1,Sekarang aplikasinya ga bagus. Aplikasi sering kali gangguan dan tidak bisa menjangkau layanan yang ada.,2025-08-22 11:05:37,,0,f243c1e9-1f18-4154-ad11-f7ccdf80c95f
Shaniaempica empica,3,di persulit sekali ya saat ingin mncoba login,2025-08-22 10:21:32,,0,0e3f7e9a-060b-4d8d-b4e1-5f708a7302d1
Ridho Alhafidz,1,"ampas... macem aplikasi abal abal gini,menyesal belik premium. kualitas film gabisa setting sendiri, film nya bnyak yg kurang update. klo nonton yg episode nya bnyak ribet carik nya, astagaa🤣. itung sedekah x yaa",2025-08-22 08:10:37,,3,1eadaa26-605d-49d9-8d7c-3e94a0bcf681
Mikazu,5,yg bilang ga bisa ini itu mending lu ganti hp karena yg error hp lu terus yg bilang burik juga berapa hz hp lu atau monitor pc lu 100hz apa 4k ? ya pantes burik klo masih 60/59hz sdm lu keliatan gtuan ga ngerti sosoan koar koar,2025-08-22 05:48:10,,0,c62bd1a1-f9fb-4e5e-b84c-613ae7f2ea98
Reski yantoro,4,saya kasih bintang 4 dulu,2025-08-22 00:29:05,,0,52549151-eb81-419b-9669-14963a560958
Arif Diniwan Putra,2,Tolong bantu kenapa gak bisa ditayangkan di TV?? selalu memutar filmnya tapi gak jalan klw di hp bagus- bagus aja,2025-08-21 18:12:21,,0,477cbfc3-9c63-4151-a1a1-5f618fe8e86b
Ivan chikal m Chikal,1,email gw dah ratusan masuk aplikasi tapi di Netflik daptar Z. dibuat sulit alasan sandi salah itu salah... bnyak bacot..,2025-08-21 18:10:51,,0,bb951412-b791-4999-9ea3-5d2f52cfb140
ArAmaichh A,1,anime banyak di hapus,2025-08-21 17:30:26,,0,aba98385-c3a7-4be4-91f1-0a33419206a0
Tazqiyah Annufus,2,"gak jelas bngt udah punya akun tapi gak bsa masuk , email salah. no hp salah, ribettttt",2025-08-21 15:38:14,,0,e1b86ebf-044e-437f-896e-198fa4369e5a
Goggle Googlegblk,1,aplikasi teribet,2025-08-21 13:47:39,,0,52b0799b-0fca-4ade-ab37-4952ed157f4e
Edi Candra,5,bagus buat hiburan,2025-08-21 13:45:43,,0,5b9fe423-e13d-4b30-90a9-e38cbe76b6ea
Ayu Sagita,2,"paraaaah bgt udh langganan ternyata baru 1/2 episode drakornya Netflix nya udh gak bisa di buka lagi,, kaacoo bgt dah buang"" duit",2025-08-21 13:32:19,,0,68839a95-f9fa-4feb-85ba-9584d0f5fb04
Fiona Yoshiko,2,"ga bisa login pdhl udh bener Gmail sm ow saya, tpi salah Mulu :(",2025-08-21 12:20:41,,0,3d0e0188-347f-400f-bff6-ab9fec1ca5bf
Brigitta Yuli,1,"dalam seminggu, udah 2x netflix nggak bisa dipake. tiba2 balik ke akun lama, history nonton yg lama. history drama yg baru ditonton nggak ketemu kalau dicari, nggak bisa buat nonton serial yg lain juga karena episodenya nggak ada yg keluar. please deh yaa kalau mau update, segera update dehh. ini bukan aplikasi gretongan lho yaa 🫠",2025-08-21 11:08:17,,0,97119859-f7a7-4931-b503-73c17f1cde62
Hafiz Ramadhan,4,kagak bisa anjir,2025-08-21 10:52:12,,0,deaa080e-c6bc-42be-838c-7d5fa57c0073
Deasy Aryantie,1,jlk aplikasinya,2025-08-21 10:09:17,,0,47116637-72ad-44b9-ac20-cdcae379a434
willy no danna,5,ok,2025-08-21 09:22:04,,1,e39f6118-0073-4701-8904-e6bf0e70b0f9
Optimus Prime,4,netflix gk ada rencana bikin paket untuk mahasiswa kah?,2025-08-21 08:56:04,,0,36235af4-6822-4abc-8cc1-abba6fc32cc4
Bokek Aldo,1,sya cukup lama berlanggann neflik..lama2 sya bosen..pilm nya itu2 mulu monoton..kebanyaknnya drakor...coba pilm movie nya kurang komplit...jdi sya berhenti...,2025-08-21 05:49:00,,0,48455185-b719-40d1-856c-d085a7df508a
